OHSU1	Q0	91171423	1	17.304733643474037	Relevance
OHSU1	Q0	91297055	2	15.839532154320743	Relevance
OHSU1	Q0	90350732	3	14.679555108864976	Relevance
OHSU1	Q0	90102636	4	13.521426644455522	Relevance
OHSU1	Q0	91350263	5	12.591806452954122	Relevance
OHSU1	Q0	90240146	6	11.640851690291514	Relevance
OHSU1	Q0	91350261	7	11.581525518416514	Relevance
OHSU1	Q0	90309480	8	10.771427521944188	Relevance
OHSU1	Q0	91308795	9	10.389339863420032	Relevance
OHSU1	Q0	90135728	10	9.4327120797602	Relevance
OHSU1	Q0	91051706	11	9.098226546577322	Relevance
OHSU1	Q0	91281660	12	8.85975052623729	Relevance
OHSU1	Q0	91283653	13	8.582493677846928	Relevance
OHSU1	Q0	91215363	14	8.354981834792573	Relevance
OHSU1	Q0	90102637	15	7.9414653913664	Relevance
OHSU1	Q0	90010830	16	7.700139591804819	Relevance
OHSU1	Q0	90145244	17	7.42072270511684	Relevance
OHSU1	Q0	91283421	18	7.3739400660503485	Relevance
OHSU1	Q0	91080191	19	7.372060829345795	Relevance
OHSU1	Q0	89244872	20	7.332299273478753	Relevance
OHSU1	Q0	90102639	21	7.241831719094385	Relevance
OHSU1	Q0	90262889	22	7.21752816309623	Relevance
OHSU1	Q0	91184624	23	7.2169335608576795	Relevance
OHSU1	Q0	90268169	24	7.216487609178767	Relevance
OHSU1	Q0	90276681	25	7.128056895676335	Relevance
OHSU1	Q0	90191472	26	7.102075661431273	Relevance
OHSU1	Q0	90102644	27	7.048007199075203	Relevance
OHSU1	Q0	90299705	28	7.029147535823332	Relevance
OHSU1	Q0	90272936	29	6.998814905390746	Relevance
OHSU1	Q0	90322037	30	6.793556919852524	Relevance
OHSU1	Q0	90328550	31	6.793497392489133	Relevance
OHSU1	Q0	90355685	32	6.79345274696659	Relevance
OHSU1	Q0	89191465	33	6.793419262824683	Relevance
OHSU1	Q0	89071895	34	6.793394149718253	Relevance
OHSU1	Q0	88287655	35	6.793375314888431	Relevance
OHSU1	Q0	91051153	36	6.793361188766065	Relevance
OHSU1	Q0	91350262	37	6.793350594174289	Relevance
OHSU1	Q0	90099787	38	6.571809066183772	Relevance
OHSU1	Q0	90042860	39	6.414062066061934	Relevance
OHSU1	Q0	91226258	40	6.296035707536642	Relevance
OHSU1	Q0	91260220	41	6.296032355341588	Relevance
OHSU1	Q0	90173364	42	6.296029841195297	Relevance
OHSU1	Q0	91110222	43	6.131222467177602	Relevance
OHSU1	Q0	91152329	44	5.994080030556095	Relevance
OHSU1	Q0	90098039	45	5.760558648938557	Relevance
OHSU1	Q0	88103782	46	5.737840637250207	Relevance
OHSU1	Q0	88201371	47	5.538123606291476	Relevance
OHSU1	Q0	90053255	48	5.477414955504705	Relevance
OHSU1	Q0	89172085	49	5.477414619906686	Relevance
OHSU1	Q0	90231738	50	5.477414368208172	Relevance
OHSU2	Q0	88003515	1	6.893121185683645	Relevance
OHSU2	Q0	89290673	2	5.5486556303711065	Relevance
OHSU2	Q0	88120752	3	5.3611556303711065	Relevance
OHSU2	Q0	91128118	4	4.931992805572888	Relevance
OHSU2	Q0	88034661	5	4.380793774913286	Relevance
OHSU2	Q0	90142831	6	4.301692212413286	Relevance
OHSU2	Q0	91024123	7	3.9115818999707086	Relevance
OHSU2	Q0	88170074	8	3.7254074882851578	Relevance
OHSU2	Q0	90203723	9	3.541073457958817	Relevance
OHSU2	Q0	89012391	10	3.4365753078524723	Relevance
OHSU2	Q0	88215703	11	3.276899372162884	Relevance
OHSU2	Q0	89167268	12	3.012723530049316	Relevance
OHSU2	Q0	88260458	13	3.0021647460412897	Relevance
OHSU2	Q0	88078803	14	2.99424565803527	Relevance
OHSU2	Q0	91051633	15	2.886769167270904	Relevance
OHSU2	Q0	91010337	16	2.8792518564539984	Relevance
OHSU2	Q0	88156486	17	2.8691955000518816	Relevance
OHSU2	Q0	88307990	18	2.866689851112477	Relevance
OHSU2	Q0	91076383	19	2.8313509518342865	Relevance
OHSU2	Q0	91058147	20	2.7936647037188314	Relevance
OHSU2	Q0	91369127	21	2.758994084035959	Relevance
OHSU2	Q0	91218830	22	2.7582012810512255	Relevance
OHSU2	Q0	91356837	23	2.740388580628683	Relevance
OHSU2	Q0	91194742	24	2.7082332114256307	Relevance
OHSU2	Q0	90288836	25	2.7078987476664462	Relevance
OHSU2	Q0	91073927	26	2.6488917751267653	Relevance
OHSU2	Q0	88190910	27	2.648703639262224	Relevance
OHSU2	Q0	91077455	28	2.6295457464778433	Relevance
